   1,   0.000000,  -0.081061,   0.081061,
   2,   0.693147,   0.651806,   0.041341,
   3,   1.791759,   1.764082,   0.027678,
   4,   3.178054,   3.157263,   0.020791,
   5,   4.787492,   4.770847,   0.016645,
   6,   6.579251,   6.565375,   0.013876,
   7,   8.525161,   8.513265,   0.011897,
   8,  10.604603,  10.594192,   0.010411,
   9,  12.801827,  12.792572,   0.009255,
  10,  15.104413,  15.096082,   0.008331,
  11,  17.502308,  17.494734,   0.007574,
  12,  19.987214,  19.980272,   0.006943,
  13,  22.552164,  22.545755,   0.006409,
  14,  25.191221,  25.185270,   0.005951,
  15,  27.899271,  27.893717,   0.005555,
  16,  30.671860,  30.666652,   0.005208,
  17,  33.505073,  33.500172,   0.004901,
  18,  36.395445,  36.390816,   0.004629,
  19,  39.339884,  39.335499,   0.004386,
  20,  42.335616,  42.331450,   0.004166,
